Info 0    [07:21:37.265] Starting TS Server
Info 634  [07:34:21.860] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 98 structureChanged: false structureIsReused:: Completely Elapsed: 27.673797000199556ms
Info 635  [07:34:21.860] Different program with same set of files
Info 636  [07:34:22.523] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 637  [07:34:22.553] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 99 structureChanged: false structureIsReused:: Completely Elapsed: 30.10147299990058ms
Info 638  [07:34:22.553] Different program with same set of files
Info 639  [07:34:22.554] getCompletionData: Get current token: 0.00482999999076128
Info 640  [07:34:22.554] getCompletionData: Is inside comment: 0.017442000098526478
Info 641  [07:34:22.554] getCompletionData: Get previous token: 0.033472999930381775
Info 642  [07:34:22.554] getCompletionsAtPosition: isCompletionListBlocker: 0.006982999853789806
Info 643  [07:34:22.555] getCompletionData: Semantic work: 0.9675460001453757
Info 644  [07:34:22.556] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.9676559995859861
Info 645  [07:34:23.092] Format host information updated
Info 646  [07:34:23.092] Format host information updated
Info 647  [07:34:23.092] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 648  [07:34:23.123] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 100 structureChanged: false structureIsReused:: Completely Elapsed: 30.199026999995112ms
Info 649  [07:34:23.123] Different program with same set of files
Info 650  [07:34:23.123] getCompletionData: Get current token: 0.01457700040191412
Info 651  [07:34:23.123] getCompletionData: Is inside comment: 0.03495499957352877
Info 652  [07:34:23.123] getCompletionData: Get previous token: 0.042388999834656715
Info 653  [07:34:23.123] getCompletionsAtPosition: isCompletionListBlocker: 0.005750999785959721
Info 654  [07:34:23.124] getCompletionData: Semantic work: 0.548267999663949
Info 655  [07:34:23.127] getCompletionData: Get current token: 0.011261999607086182
Info 656  [07:34:23.127] getCompletionData: Is inside comment: 0.028963999822735786
Info 657  [07:34:23.127] getCompletionData: Get previous token: 0.04138700012117624
Info 658  [07:34:23.127] getCompletionsAtPosition: isCompletionListBlocker: 0.003997000865638256
Info 659  [07:34:23.127] getCompletionData: Semantic work: 0.2036319999024272
Info 660  [07:34:23.399] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 661  [07:34:23.428] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 101 structureChanged: false structureIsReused:: Completely Elapsed: 29.565506000071764ms
Info 662  [07:34:23.428] Different program with same set of files
Info 663  [07:34:23.599] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 664  [07:34:23.627] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 102 structureChanged: false structureIsReused:: Completely Elapsed: 28.478558000177145ms
Info 665  [07:34:23.627] Different program with same set of files
Info 666  [07:34:24.339] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 667  [07:34:24.370] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 103 structureChanged: false structureIsReused:: Completely Elapsed: 30.63071500044316ms
Info 668  [07:34:24.370] Different program with same set of files
Info 669  [07:34:24.372] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 670  [07:34:24.398] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 104 structureChanged: false structureIsReused:: Completely Elapsed: 26.051652999594808ms
Info 671  [07:34:24.398] Different program with same set of files
Info 672  [07:34:24.399] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 673  [07:34:24.421] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 105 structureChanged: false structureIsReused:: Completely Elapsed: 21.611730000004172ms
Info 674  [07:34:24.421] Different program with same set of files
Info 675  [07:34:24.422] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 676  [07:34:24.441] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 106 structureChanged: false structureIsReused:: Completely Elapsed: 18.13396400026977ms
Info 677  [07:34:24.441] Different program with same set of files
Info 678  [07:34:24.442] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 679  [07:34:24.460] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 107 structureChanged: false structureIsReused:: Completely Elapsed: 17.510863999836147ms
Info 680  [07:34:24.460] Different program with same set of files
Info 681  [07:34:24.461] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 682  [07:34:24.477] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 108 structureChanged: false structureIsReused:: Completely Elapsed: 16.655667999759316ms
Info 683  [07:34:24.478] Different program with same set of files
Info 684  [07:34:42.996] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 685  [07:34:43.029] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 109 structureChanged: false structureIsReused:: Completely Elapsed: 33.74684499949217ms
Info 686  [07:34:43.029] Different program with same set of files
Info 687  [07:34:46.177] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 688  [07:34:46.212] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 110 structureChanged: false structureIsReused:: Completely Elapsed: 35.37951800040901ms
Info 689  [07:34:46.212] Different program with same set of files
Info 690  [07:34:48.340] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 691  [07:34:48.372] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 111 structureChanged: false structureIsReused:: Completely Elapsed: 31.758222000673413ms
Info 692  [07:34:48.372] Different program with same set of files
Info 693  [07:34:50.572] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 694  [07:34:50.603] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 112 structureChanged: false structureIsReused:: Completely Elapsed: 30.41452100034803ms
Info 695  [07:34:50.603] Different program with same set of files
Info 696  [07:34:51.867] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 697  [07:34:51.893] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 113 structureChanged: false structureIsReused:: Completely Elapsed: 26.2762050004676ms
Info 698  [07:34:51.893] Different program with same set of files
Info 699  [07:34:51.894] getCompletionData: Get current token: 0.008996999822556973
Info 700  [07:34:51.894] getCompletionData: Is inside comment: 0.0026549994945526123
Info 701  [07:34:51.894] getCompletionData: Get previous token: 0.029205000028014183
Info 702  [07:34:51.894] getCompletionsAtPosition: isCompletionListBlocker: 0.0794700002297759
Info 703  [07:34:51.898] getExportInfoMap: cache hit
Info 704  [07:34:51.901] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 705  [07:34:51.901] collectAutoImports: response is complete
Info 706  [07:34:51.901] collectAutoImports: 2.9775400003418326
Info 707  [07:34:51.901] getCompletionData: Semantic work: 6.9680479997769
Info 708  [07:34:51.913] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.244572999887168
Info 709  [07:34:53.196] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 710  [07:34:53.221] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 114 structureChanged: false structureIsReused:: Completely Elapsed: 25.53060400020331ms
Info 711  [07:34:53.221] Different program with same set of files
Info 712  [07:34:54.118] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 713  [07:34:54.145] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 115 structureChanged: false structureIsReused:: Completely Elapsed: 26.56880300026387ms
Info 714  [07:34:54.145] Different program with same set of files
Info 715  [07:34:54.528] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 716  [07:34:54.553] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 116 structureChanged: false structureIsReused:: Completely Elapsed: 24.884872999973595ms
Info 717  [07:34:54.553] Different program with same set of files
Info 718  [07:34:55.753] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 719  [07:34:55.779] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 117 structureChanged: false structureIsReused:: Completely Elapsed: 25.604252999648452ms
Info 720  [07:34:55.779] Different program with same set of files
Info 721  [07:34:56.736] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 722  [07:34:56.761] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 118 structureChanged: false structureIsReused:: Completely Elapsed: 24.459574999287724ms
Info 723  [07:34:56.761] Different program with same set of files
